id,state,district,city,road_name,road_segment,latitude,longitude,year,month,day,hour,road_category,cause,vehicle_type,road_user_type,weather,road_condition,lighting_condition,traffic_level,accidents,fatalities,injuries
ACC-10762,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.7518,75.92351,2021,12,8,18,Ring Road,Poor Lighting,Heavy Truck,Commercial Goods,Clear,Dry / Smooth,Poor / Intermittent,Congested,1,0,1
ACC-10763,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75318,75.91677,2022,9,8,9,Ring Road,Wrong-side Driving,Tractor,Motorized Passenger,Rain,Wet / Slippery,Daylight,Low,1,0,1
ACC-10764,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.74565,75.9213,2024,11,25,2,Ring Road,Overspeeding,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Poor / Intermittent,Congested,1,0,0
ACC-10765,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75049,75.92414,2022,2,5,20,Ring Road,Overspeeding,Car,Motorized Passenger,Clear,Damaged / Potholes,Poor / Intermittent,High,1,0,2
ACC-10766,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75684,75.92598,2021,12,2,9,Ring Road,Overspeeding,Car,Motorized Passenger,Rain,Under Construction,Daylight,Low,1,0,2
ACC-10767,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75747,75.91812,2021,3,1,9,Ring Road,Overspeeding,Car,Motorized Passenger,Rain,Wet / Slippery,Daylight,Congested,1,1,1
ACC-10768,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75917,75.91943,2024,6,2,20,Ring Road,Overspeeding,Tractor,Motorized Passenger,Clear,Damaged / Potholes,Poor / Intermittent,Medium,1,0,1
ACC-10769,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.7548,75.9161,2023,5,6,8,Ring Road,Overspeeding,Car,Motorized Passenger,Clear,Damaged / Potholes,Daylight,Low,1,0,1
ACC-10770,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75101,75.91891,2022,11,9,7,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Clear,Dry / Smooth,Daylight,High,1,0,2
ACC-10771,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.76099,75.92611,2024,12,15,19,Ring Road,Poor Lighting,Heavy Truck,Commercial Goods,Rain,Under Construction,Unlit / Pitch Black,Congested,1,0,2
ACC-10772,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75331,75.92683,2021,6,26,7,Ring Road,Heavy Freight Congestion,Tractor,Motorized Passenger,Rain,Wet / Slippery,Daylight,Low,1,0,1
ACC-10773,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75587,75.91864,2023,1,14,23,Ring Road,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Dry / Smooth,Unlit / Pitch Black,Medium,1,1,3
ACC-10774,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75488,75.92576,2022,8,27,19,Ring Road,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Unlit / Pitch Black,High,1,0,1
ACC-10775,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75294,75.92448,2021,7,23,18,Ring Road,Wrong-side Driving,Tractor,Motorized Passenger,Clear,Damaged / Potholes,Streetlights Operational,Medium,1,0,2
ACC-10776,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.74695,75.92184,2023,9,16,7,Ring Road,Heavy Freight Congestion,Tractor,Motorized Passenger,Rain,Wet / Slippery,Daylight,Congested,1,0,2
ACC-10777,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75872,75.92094,2023,11,4,18,Ring Road,Wrong-side Driving,Car,Motorized Passenger,Rain,Under Construction,Streetlights Operational,Medium,1,1,1
ACC-10778,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.7582,75.91934,2023,5,22,18,Ring Road,Overspeeding,Car,Motorized Passenger,Rain,Wet / Slippery,Unlit / Pitch Black,Congested,1,0,1
ACC-10779,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75666,75.92724,2024,4,19,11,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Medium,1,0,0
ACC-10780,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75143,75.92589,2021,12,11,15,Ring Road,Heavy Freight Congestion,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Medium,1,0,2
ACC-10781,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.74578,75.91893,2023,3,12,7,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Clear,Dry / Smooth,Daylight,High,1,0,2
ACC-10782,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.74942,75.91576,2021,4,21,6,Ring Road,Heavy Freight Congestion,Tractor,Motorized Passenger,Rain,Dry / Smooth,Daylight,Congested,1,0,2
ACC-10783,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.7584,75.92815,2021,9,24,14,Ring Road,Overspeeding,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Medium,1,1,1
ACC-10784,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75113,75.92127,2023,7,17,7,Ring Road,Poor Lighting,Car,Motorized Passenger,Rain,Wet / Slippery,Daylight,Low,1,0,1
ACC-10785,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.7573,75.92583,2022,7,18,8,Ring Road,Wrong-side Driving,Car,Motorized Passenger,Rain,Wet / Slippery,Daylight,Congested,1,0,3
ACC-10786,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75042,75.92735,2024,4,19,9,Ring Road,Wrong-side Driving,Car,Motorized Passenger,Rain,Wet / Slippery,Daylight,Congested,1,0,1
ACC-10787,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75051,75.91681,2021,2,18,19,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Poor / Intermittent,Congested,1,0,1
ACC-10788,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75248,75.92213,2023,12,19,0,Ring Road,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Under Construction,Poor / Intermittent,Low,1,0,1
ACC-10789,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.74692,75.92857,2021,2,14,9,Ring Road,Wrong-side Driving,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Medium,1,0,2
ACC-10790,Madhya Pradesh,Indore,Indore,Indore Bypass AB Road,Dewas Naka Bypass to Nipania Square,22.75662,75.92848,2024,3,21,10,Ring Road,Wrong-side Driving,Car,Motorized Passenger,Clear,Under Construction,Daylight,Low,1,0,4
ACC-10791,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58034,85.18487,2023,9,11,9,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Medium,1,0,3
ACC-10792,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57547,85.19083,2024,8,7,17,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Low,1,0,0
ACC-10793,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57802,85.18526,2023,12,7,1,National Highway,Wrong-side Driving,Heavy Truck,Commercial Goods,Fog/Mist,Damaged / Potholes,Poor / Intermittent,High,1,0,1
ACC-10794,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58467,85.17844,2022,5,10,16,National Highway,Wrong-side Driving,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Congested,1,0,1
ACC-10795,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58425,85.18975,2022,2,24,2,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Unlit / Pitch Black,Low,1,0,2
ACC-10796,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57564,85.19072,2022,3,1,6,National Highway,Potholes / Road Surface Defect,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Medium,1,0,0
ACC-10797,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57939,85.18355,2022,9,26,22,National Highway,Wrong-side Driving,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Unlit / Pitch Black,Congested,1,1,1
ACC-10798,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58137,85.18077,2021,10,27,2,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Rain,Under Construction,Poor / Intermittent,Low,1,0,1
ACC-10799,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58147,85.18362,2021,6,28,22,National Highway,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Unlit / Pitch Black,Low,1,1,0
ACC-10800,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58077,85.19113,2021,10,10,9,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,High,1,0,1
ACC-10801,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58313,85.17686,2023,5,21,21,National Highway,Potholes / Road Surface Defect,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Streetlights Operational,Congested,1,1,2
ACC-10802,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57596,85.18391,2023,1,20,5,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Dry / Smooth,Unlit / Pitch Black,Congested,1,0,0
ACC-10803,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.5878,85.18591,2022,11,20,8,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,High,1,0,1
ACC-10804,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58095,85.18536,2021,4,27,5,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Unlit / Pitch Black,Low,1,0,2
ACC-10805,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57578,85.18028,2021,5,9,1,National Highway,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Under Construction,Unlit / Pitch Black,High,1,0,0
ACC-10806,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57937,85.18127,2021,3,26,22,National Highway,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Unlit / Pitch Black,Medium,1,0,2
ACC-10807,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57863,85.18304,2023,3,9,9,National Highway,Wrong-side Driving,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Medium,1,1,2
ACC-10808,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57772,85.18639,2023,6,25,19,National Highway,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Congested,1,2,2
ACC-10809,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.5845,85.1828,2023,2,17,7,National Highway,Pedestrian Crossing Hazard,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,High,1,0,1
ACC-10810,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58885,85.17819,2024,10,11,18,National Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Streetlights Operational,High,1,1,1
ACC-10811,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.5783,85.18677,2023,5,6,2,National Highway,Potholes / Road Surface Defect,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Streetlights Operational,Congested,1,0,1
ACC-10812,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58859,85.19064,2023,8,22,0,National Highway,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Poor / Intermittent,Medium,1,0,3
ACC-10813,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57705,85.17521,2022,10,25,22,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,Medium,1,0,1
ACC-10814,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57448,85.17775,2022,4,6,1,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Under Construction,Streetlights Operational,Medium,1,1,2
ACC-10815,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58936,85.1816,2021,8,18,14,National Highway,Pedestrian Crossing Hazard,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,High,1,0,1
ACC-10816,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57483,85.18937,2023,5,27,16,National Highway,Wrong-side Driving,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,Congested,1,0,4
ACC-10817,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57923,85.17669,2022,4,12,20,National Highway,Potholes / Road Surface Defect,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Medium,1,0,0
ACC-10818,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57702,85.18612,2024,11,6,8,National Highway,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Low,1,0,1
ACC-10819,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58168,85.18298,2021,8,26,22,National Highway,Potholes / Road Surface Defect,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Medium,1,1,1
ACC-10820,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58655,85.18913,2024,7,25,18,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Poor / Intermittent,Low,1,1,1
ACC-10821,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58027,85.18943,2021,3,1,23,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Under Construction,Poor / Intermittent,Congested,1,1,1
ACC-10822,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57959,85.18538,2023,5,14,8,National Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Low,1,0,0
ACC-10823,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.5788,85.19075,2021,6,24,23,National Highway,Wrong-side Driving,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,Medium,1,0,1
ACC-10824,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58924,85.18719,2022,12,27,19,National Highway,Potholes / Road Surface Defect,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Unlit / Pitch Black,High,1,3,0
ACC-10825,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.5871,85.18631,2024,7,1,23,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Poor / Intermittent,Low,1,0,1
ACC-10826,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58091,85.1755,2021,6,19,18,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Rain,Dry / Smooth,Poor / Intermittent,Medium,1,0,1
ACC-10827,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58415,85.18257,2024,11,5,19,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Unlit / Pitch Black,Low,1,1,2
ACC-10828,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.58292,85.17792,2024,11,20,18,National Highway,Wrong-side Driving,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Congested,1,2,1
ACC-10829,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57907,85.18025,2024,5,13,21,National Highway,Potholes / Road Surface Defect,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,High,1,3,1
ACC-10830,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57816,85.18994,2024,1,5,2,National Highway,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Fog/Mist,Dry / Smooth,Poor / Intermittent,Low,1,0,1
ACC-10831,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.59015,85.19086,2022,7,20,4,National Highway,Potholes / Road Surface Defect,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Unlit / Pitch Black,Medium,1,0,2
ACC-10832,Bihar,Patna,Patna,Patna Bypass NH-30,Anisabad Roundabout to Didarganj Toll,25.57898,85.18999,2024,6,25,21,National Highway,Poor Lighting,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Poor / Intermittent,Congested,1,1,2
ACC-10833,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65738,76.826,2022,3,13,20,National Highway,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Rain,Dry / Smooth,Streetlights Operational,Congested,1,0,1
ACC-10834,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.64756,76.82572,2022,10,20,1,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Poor / Intermittent,Congested,1,0,3
ACC-10835,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65236,76.82079,2024,9,17,16,National Highway,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Medium,1,2,3
ACC-10836,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.66115,76.83064,2021,4,19,7,National Highway,Poor Lighting,Car,Motorized Passenger,Rain,Damaged / Potholes,Daylight,High,1,0,2
ACC-10837,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.6558,76.82755,2022,8,24,3,National Highway,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Streetlights Operational,Congested,1,0,2
ACC-10838,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65759,76.82296,2021,8,16,3,National Highway,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Clear,Dry / Smooth,Streetlights Operational,Congested,1,0,1
ACC-10839,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65109,76.82382,2021,2,5,15,National Highway,Dangerous Junction Geometry,Car,Motorized Passenger,Rain,Wet / Slippery,Daylight,Congested,1,0,0
ACC-10840,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65839,76.82519,2023,2,11,1,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,Low,1,1,2
ACC-10841,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65734,76.8237,2021,3,5,0,National Highway,Overspeeding,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Streetlights Operational,Low,1,0,0
ACC-10842,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65059,76.82095,2024,11,10,23,National Highway,Overspeeding,Car,Motorized Passenger,Fog/Mist,Under Construction,Streetlights Operational,Low,1,0,0
ACC-10843,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65557,76.82215,2021,5,12,14,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Medium,1,0,1
ACC-10844,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65079,76.82055,2024,11,6,10,National Highway,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,High,1,0,1
ACC-10845,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65247,76.81718,2021,11,7,19,National Highway,Dangerous Junction Geometry,Car,Motorized Passenger,Rain,Wet / Slippery,Streetlights Operational,High,1,0,0
ACC-10846,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.64784,76.82585,2021,1,15,7,National Highway,Overspeeding,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Medium,1,0,1
ACC-10847,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65984,76.81727,2023,2,24,1,National Highway,Overspeeding,Heavy Truck,Commercial Goods,Rain,Damaged / Potholes,Unlit / Pitch Black,Congested,1,2,0
ACC-10848,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.64898,76.83028,2024,2,15,7,National Highway,Dangerous Junction Geometry,Car,Motorized Passenger,Clear,Under Construction,Daylight,High,1,0,2
ACC-10849,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65493,76.82064,2022,10,26,19,National Highway,Dangerous Junction Geometry,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Streetlights Operational,Congested,1,0,1
ACC-10850,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.66279,76.82363,2023,5,28,9,National Highway,Pedestrian Crossing Hazard,Heavy Truck,Commercial Goods,Clear,Under Construction,Daylight,Medium,1,0,1
ACC-10851,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65212,76.82099,2022,3,3,13,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Medium,1,1,1
ACC-10852,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.66251,76.8318,2024,2,22,21,National Highway,Overspeeding,Car,Motorized Passenger,Clear,Under Construction,Unlit / Pitch Black,Medium,1,0,0
ACC-10853,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.66047,76.82115,2024,12,9,8,National Highway,Poor Lighting,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Medium,1,0,2
ACC-10854,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.64751,76.82737,2023,7,19,18,National Highway,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Medium,1,0,2
ACC-10855,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65996,76.82598,2022,11,23,9,National Highway,Dangerous Junction Geometry,Heavy Truck,Commercial Goods,Rain,Under Construction,Daylight,Low,1,0,2
ACC-10856,Punjab,Mohali,Zirakpur,Chandigarh-Kalka Highway NH-5,Zirakpur Flyover to Pinjore Gateway,30.65499,76.82058,2024,5,4,2,National Highway,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Streetlights Operational,Congested,1,0,3
ACC-10857,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69235,83.2224,2024,1,4,9,State Highway,Potholes / Road Surface Defect,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Congested,1,0,0
ACC-10858,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69545,83.21915,2023,12,14,16,State Highway,Heavy Freight Congestion,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Medium,1,0,1
ACC-10859,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.70435,83.21335,2023,9,17,14,State Highway,Poor Lighting,Heavy Truck,Commercial Goods,Clear,Dry / Smooth,Daylight,Low,1,0,1
